_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
6a6fbbe9658c7ce391ff307f,false,53.56,94.37,53.56,66.86,67;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785707497000
6a6fbbd8658c7ce391ff3022,false,60.8,97.44,60.8,75.5,76;0;0;0,time,15,-1,1,15,0,9.67,false,false,english,,normal,false,false,false,,1785707480000
6a6fb981658c7ce391ff24d8,false,50.37,91.67,53.56,70.34,63;1;1;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785706881000
6a6fb970658c7ce391ff246c,false,61.52,97.47,61.52,67.14,77;0;0;0,time,15,-1,3,15.02,0,3.34,false,false,english,,normal,false,false,false,,1785706864000
6a6fb959658c7ce391ff2405,false,44.8,92.06,44.8,49.27,56;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785706841000
6a6fb947658c7ce391ff23ab,false,35.18,87.93,39.17,43.69,44;1;1;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785706823000
6a6fb936658c7ce391ff2351,false,47.17,96.77,47.17,54.27,59;0;0;0,time,15,-1,3,15.01,0,11.35,false,false,english,,normal,false,false,false,,1785706806000
6a6fb7a2658c7ce391ff1bec,false,55.2,92.11,56.8,60.9,69;1;0;0,time,15,-1,1,15,0,9.34,false,false,english,,normal,false,false,false,,1785706402000
6a6fb782658c7ce391ff1b45,false,56.76,96.05,56.76,71.66,71;0;0;0,time,15,-1,1,15.01,0,0.71,false,false,english,,normal,false,false,false,,1785706370000
6a6fb770658c7ce391ff1af2,false,50.3,92,54.29,51.64,63;1;1;0,time,15,-1,1,15.03,0,11.38,false,false,english,,normal,false,false,false,,1785706352000
6a6fb753658c7ce391ff1a42,false,55.16,93.24,55.16,72.84,69;0;0;0,time,15,-1,5,15.01,0,18.18,false,false,english,,normal,false,false,false,,1785706323000
6a6fb72b658c7ce391ff195e,false,56.76,94.87,59.16,68.44,71;2;1;0,time,15,-1,1,15.01,0,1.18,false,false,english,,normal,false,false,false,,1785706283000
6a6fb717658c7ce391ff1900,false,59.12,98.67,59.12,73.87,74;0;0;0,time,15,-1,3,15.02,0,11.79,false,false,english,,normal,false,false,false,,1785706263000
6a6fb6f4658c7ce391ff1839,false,48.77,85.92,48.77,65.97,61;0;0;0,time,15,-1,1,15.01,0,2.8,false,false,english,,normal,false,false,false,,1785706228000
6a6fb6e0658c7ce391ff17b5,false,51.97,93.51,58.36,63.83,65;2;0;0,time,15,-1,8,15.01,0,12.13,false,false,english,,normal,false,false,false,,1785706208000
6a6fb6b9658c7ce391ff16de,false,65.51,94.25,65.51,69.68,82;0;0;0,time,15,-1,0,15.02,0,0,false,false,english,,normal,false,false,false,,1785706169000
6a6fb6a8658c7ce391ff167b,false,59.16,96.1,59.16,74.49,74;0;0;0,time,15,-1,10,15.01,0,49.79,false,false,english,,normal,false,false,false,,1785706152000
6a6fb65c658c7ce391ff14e5,false,54.4,93.24,54.4,61.94,68;0;0;0,time,15,-1,3,15,0,10.47,false,false,english,,normal,false,false,false,,1785706076000
6a6fb63d658c7ce391ff1444,false,61.52,96.34,63.91,70.99,77;2;0;0,time,15,-1,0,15.02,0,0,false,false,english,,normal,false,false,false,,1785706045000
6a6fb622658c7ce391ff13a3,false,34.4,87.93,34.4,48.52,43;0;0;0,time,15,-1,10,15,0,40.56,false,false,english,,normal,false,false,false,,1785706018000
6a6fb5db658c7ce391ff122a,false,67.16,97.67,67.16,78.43,84;0;0;0,time,15,-1,1,15.01,0,1.33,false,false,english,,normal,false,false,false,,1785705947000
6a6fb5c8658c7ce391ff11c9,false,60,97.4,60,66.74,75;0;0;0,time,15,-1,1,15,0,4.97,false,false,english,,normal,false,false,false,,1785705928000
6a6fb5a9658c7ce391ff1139,false,55.16,91.14,59.16,61.8,69;2;0;0,time,15,-1,2,15.01,0,11.29,false,false,english,,normal,false,false,false,,1785705897000
6a6fb58b658c7ce391ff1093,false,63.2,98.75,63.2,67.41,79;0;0;0,time,15,-1,1,15,0,2.01,false,false,english,,normal,false,false,false,,1785705867000
6a6fb577658c7ce391ff1022,false,54.4,97.14,54.4,61.95,68;0;0;0,time,15,-1,1,15,1,3.81,false,false,english,,normal,false,false,false,,1785705847000
6a6fb561658c7ce391ff0fb0,false,52.8,95.77,52.8,72.76,66;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785705825000
6a6fb54c658c7ce391ff0f46,false,39.17,90,43.17,44.69,49;1;1;0,time,15,-1,1,15.01,1,1.28,false,false,english,,normal,false,false,false,,1785705804000
6a6fb539658c7ce391ff0edb,false,39.97,92.59,39.97,65.17,50;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785705785000
6a6fb51a658c7ce391ff0e2e,false,52.73,91.89,52.73,57.22,66;0;0;0,time,15,-1,1,15.02,0,2.31,false,false,english,,normal,false,false,false,,1785705754000
6a6fb506658c7ce391ff0db7,false,47.2,96.72,47.2,69.6,59;0;0;0,time,15,-1,1,15,0,4.64,false,false,english,,normal,false,false,false,,1785705734000
6a6fb4ef658c7ce391ff0d50,false,39.97,92.59,39.97,58.46,50;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785705711000
6a6fb4d9658c7ce391ff0cd7,false,55.16,97.22,55.16,61.83,69;0;0;0,time,15,-1,3,15.01,0,46.96,false,false,english,,normal,false,false,false,,1785705689000
6a6f0afb658c7ce391f9bcf7,true,42.1,100,42.1,50.98,91;0;0;0,zen,zen,-1,1,25.94,0,7.64,false,false,english,,normal,false,false,false,,1785662203000
6a6f0a4a658c7ce391f9b7cf,false,44.74,95,44.74,52.64,56;0;0;0,time,15,-1,0,15.02,1,0,false,false,english,,normal,false,false,false,,1785662026000
6a6f0692658c7ce391f99b1b,false,48,90,63.2,71.23,60;6;3;0,time,15,-1,7,15,0,43.02,false,false,english,,normal,false,false,false,,1785661074000
6a6f05a8658c7ce391f993b6,false,61.44,100,61.44,54.03,77;0;0;0,time,15,-1,1,15.04,0,1.11,false,false,english,,normal,false,false,false,,1785660840000
6a6e3526658c7ce391f51423,false,49.53,94.03,49.53,65.45,62;0;0;0,time,15,-1,0,15.02,0,0,false,false,english,,normal,false,false,false,,1785607462000
6a6da9d6658c7ce391f07a6d,false,59.96,98.72,62.36,69.23,75;1;0;0,time,15,-1,3,15.01,0,17.5,false,false,english,,normal,false,false,false,,1785571798000
6a6da85f658c7ce391f06fcb,false,50.37,95.77,55.96,62.64,63;2;0;1,time,15,-1,3,15.01,0,17.21,false,false,english,,normal,false,false,false,,1785571423000
6a6da838658c7ce391f06eb5,false,41.6,91.53,41.6,61.22,52;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785571384000
6a6da827658c7ce391f06e40,false,39.97,96.77,49.57,65.94,50;2;1;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785571367000
6a6da817658c7ce391f06dbe,false,43.17,94.92,43.17,45.69,54;0;0;0,time,15,-1,0,15.01,1,0,false,false,english,,normal,false,false,false,,1785571351000
6a6da806658c7ce391f06d5e,false,35.18,90.38,38.37,59.41,44;1;0;0,time,15,-1,1,15.01,0,1.05,false,false,english,,normal,false,false,false,,1785571334000
6a6da7f3658c7ce391f06cb9,false,45.57,91.04,52.76,64.5,57;4;1;0,time,15,-1,15,15.01,0,66.93,false,false,english,,normal,false,false,false,,1785571315000
6a6caa78658c7ce391e96169,false,50.3,95.97,52.6,59.42,503;5;2;2,time,120,-1,0,120.01,3,0,false,false,english,,normal,false,false,false,,1785506424000
6a6b41a7658c7ce391dd69aa,false,43.3,90.38,44.4,52.88,433;2;2;0,time,120,-1,34,120.01,0,168.47,false,false,english,,normal,false,false,false,,1785414055000
6a6b3efd658c7ce391dd4cd6,true,51.7,94.76,51.7,61.88,517;0;0;0,time,120,-1,0,120.01,0,0,false,false,english,,normal,false,false,false,,1785413373000
6a6b3e64658c7ce391dd45d5,true,47.49,96.02,48.29,57.72,475;2;1;0,time,120,-1,2,120.03,0,6.93,false,false,english,,normal,false,false,false,,1785413220000
6a6b398a658c7ce391dd1256,false,50.78,93.06,55.58,64.57,127;4;2;0,time,30,-1,4,30.01,0,36.37,false,false,english,,normal,false,false,false,,1785411978000
6a6b393f658c7ce391dd0f7b,true,52.4,97.14,54.8,66.2,131;1;1;0,time,30,-1,6,30,0,45.6,false,false,english,,normal,false,false,false,,1785411903000
6a6b38bd658c7ce391dd0a33,false,51.79,92.69,57.59,65.39,259;8;5;0,time,60,-1,16,60.01,0,104.16,false,false,english,,normal,false,false,false,,1785411773000
6a6b37c8658c7ce391dd00a4,true,51.99,95.89,57.19,64.33,260;5;4;0,time,60,-1,23,60.01,0,74.66,false,false,english,,normal,false,false,false,,1785411528000
6a6b348df3225bc5fd556a9d,false,63.72,92.45,63.72,77.25,48;0;0;0,words,10,-1,2,9.04,0,5.05,false,false,english,,normal,false,false,false,,1785410701000
6a6b347af3225bc5fd5569d4,false,62.37,97.87,62.37,75.04,46;0;0;0,words,10,-1,5,8.85,0,8.32,false,false,english,,normal,false,false,false,,1785410682000
6a6b345ff3225bc5fd5568cf,false,48.93,83.33,54.08,46.82,38;2;1;0,words,10,-1,1,9.32,0,1.83,false,false,english,,normal,false,false,false,,1785410655000
6a6b3451f3225bc5fd556823,false,52.47,93.88,64.57,66.91,39;1;1;0,words,10,-1,2,8.92,0,5.09,false,false,english,,normal,false,false,false,,1785410641000
6a6b343ef3225bc5fd556777,false,43.82,92.59,50.79,57.22,44;1;0;0,words,10,-1,5,12.05,1,19.13,false,false,english,,normal,false,false,false,,1785410622000
6a6b3413f3225bc5fd5565d4,true,71.27,95.12,78.97,73.16,37;2;1;0,words,10,-1,7,6.23,0,15.62,false,false,english,,normal,false,false,false,,1785410579000
6a6b33e9f3225bc5fd556441,false,57.6,97.44,61.6,68.3,72;1;1;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785410537000
6a6b33d9f3225bc5fd556392,false,55.96,96.15,60.76,66.18,70;1;0;1,time,15,-1,12,15.01,0,29.75,false,false,english,,normal,false,false,false,,1785410521000
6a6b339df3225bc5fd556145,false,53.56,97.37,60.76,77.83,67;2;2;0,time,15,-1,22,15.01,0,73.32,false,false,english,,normal,false,false,false,,1785410461000
6a6b332df3225bc5fd555d62,false,60,93.98,65.6,78.25,75;3;1;0,time,15,-1,13,15,0,55.26,false,false,english,,normal,false,false,false,,1785410349000
6a6b32caf3225bc5fd5559dd,true,71.15,98.89,71.15,68.97,89;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785410250000
6a6b32b8f3225bc5fd555930,false,43.97,91.57,66.36,74.56,55;6;4;0,time,15,-1,4,15.01,0,18.52,false,false,english,,normal,false,false,false,,1785410232000
6a6b3290f3225bc5fd555797,false,62.36,96.47,66.36,64.33,78;1;1;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785410192000
6a6b3225f3225bc5fd555370,false,59.96,94.94,59.96,61.13,75;0;0;0,time,15,-1,1,15.01,0,0.82,false,false,english,,normal,false,false,false,,1785410085000
6a6b3212f3225bc5fd5552c7,false,35.98,85.45,35.98,51.64,45;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785410066000
6a6b3201f3225bc5fd55523e,false,47.2,89.55,47.2,64.5,59;0;0;0,time,15,-1,2,15,0,11.75,false,false,english,,normal,false,false,false,,1785410049000
6a6b31e3f3225bc5fd55513f,false,52.76,91.78,52.76,73.09,66;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785410019000
6a6b31d1f3225bc5fd55508e,false,49.57,93.15,55.96,57.68,62;2;1;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785410001000
6a6b31c1f3225bc5fd554fe4,false,54.33,96.2,63.12,68.64,68;3;2;0,time,15,-1,2,15.02,0,5.12,false,false,english,,normal,false,false,false,,1785409985000
6a6b31a9f3225bc5fd554f0c,false,48.77,92.86,54.36,58.93,61;3;2;0,time,15,-1,6,15.01,0,10.11,false,false,english,,normal,false,false,false,,1785409961000
6a6b3189f3225bc5fd554dc9,false,55.2,94.74,60,69.03,69;2;1;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785409929000
6a6b3179f3225bc5fd554d22,false,53.56,97.14,55.16,63.59,67;1;0;0,time,15,-1,1,15.01,0,2.16,false,false,english,,normal,false,false,false,,1785409913000
6a6b3165f3225bc5fd554c4c,false,58.36,95.12,63.16,68.77,73;1;1;0,time,15,-1,2,15.01,0,12.23,false,false,english,,normal,false,false,false,,1785409893000
6a6b3146f3225bc5fd554b0b,false,57.6,89.29,64,71.73,72;3;2;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785409862000
6a6b30f9f3225bc5fd55481a,true,64.76,100,64.76,75.81,81;0;0;0,time,15,-1,1,15.01,0,8.74,false,false,english,,normal,false,false,false,,1785409785000
6a6b30def3225bc5fd554712,false,51.97,95.83,56.76,75.71,65;1;1;0,time,15,-1,3,15.01,0,5.18,false,false,english,,normal,false,false,false,,1785409758000
6a6b3077f3225bc5fd5542ef,false,51.97,94.81,60.76,77.66,65;3;1;0,time,15,-1,1,15.01,0,1.86,false,false,english,,normal,false,false,false,,1785409655000
6a6b3063f3225bc5fd554217,false,44,89.23,52,54.93,55;6;1;0,time,15,-1,2,15,1,3.74,false,false,english,,normal,false,false,false,,1785409635000
6a6b304df3225bc5fd554137,true,57.56,94.74,57.56,67.4,72;0;0;0,time,15,-1,1,15.01,0,2.53,false,false,english,,normal,false,false,false,,1785409613000
6a6b3031f3225bc5fd554020,true,56.76,98.61,56.76,79.59,71;0;0;0,time,15,-1,2,15.01,0,7.52,false,false,english,,normal,false,false,false,,1785409585000
6a6b3017f3225bc5fd553f51,false,42.37,90.14,52.76,61.09,53;2;2;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785409559000
6a6b3007f3225bc5fd553ecf,false,46.37,94.29,54.36,69.03,58;2;2;0,time,15,-1,1,15.01,0,1.76,false,false,english,,normal,false,false,false,,1785409543000
6a6b2ff2f3225bc5fd553e20,false,50.37,86.49,53.56,68.2,63;4;0;0,time,15,-1,3,15.01,0,21.52,false,false,english,,normal,false,false,false,,1785409522000
6a6b2fc9f3225bc5fd553cd6,false,46.37,88.06,46.37,61.79,58;0;0;0,time,15,-1,6,15.01,0,10.81,false,false,english,,normal,false,false,false,,1785409481000
6a6b2fa8f3225bc5fd553bbf,false,49.57,96,59.96,69.89,62;3;2;0,time,15,-1,1,15.01,0,1.16,false,false,english,,normal,false,false,false,,1785409448000
6a6b2f90af23e07586c78e2a,false,52,98.48,52,68.08,65;0;0;0,time,15,-1,2,15,0,4.23,false,false,english,,normal,false,false,false,,1785409424000
6a6b2f79af23e07586c78d56,false,53.56,93.33,53.56,69.89,67;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785409401000
6a6b2f69af23e07586c78ccc,false,47.2,90,51.2,76.97,59;1;1;0,time,15,-1,1,15,0,1.98,false,false,english,,normal,false,false,false,,1785409385000
6a6b2f52af23e07586c78c08,false,54.36,98.65,59.16,69.97,68;1;1;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785409362000
6a6b2f42af23e07586c78b78,false,44,95.52,52.8,56.88,55;2;2;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785409346000
6a6b2f31af23e07586c78acf,false,41.54,91.8,46.34,46.69,52;1;1;0,time,15,-1,1,15.02,0,7.95,false,false,english,,normal,false,false,false,,1785409329000
6a6b2f17af23e07586c789d2,false,37.57,88.71,47.97,58.72,47;4;2;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785409303000
6a6b2f06af23e07586c78939,false,45.6,91.67,54.4,67.55,57;2;2;0,time,15,-1,3,15,0,8.67,false,false,english,,normal,false,false,false,,1785409286000
6a6b2ee6af23e07586c787f5,false,40.8,91.07,40.8,54.74,51;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785409254000
6a671743af23e07586a4560a,false,33.53,89.23,51.9,66.65,42;6;3;0,time,15,-1,0,15.03,0,0,false,false,english,,normal,false,false,false,,1785141059000
6a671728af23e07586a4551b,false,49.6,89.19,59.2,60.53,62;7;1;0,time,15,-1,1,15,0,1.64,false,false,english,,normal,false,false,false,,1785141032000
6a67170daf23e07586a453ee,true,55.2,96,59.2,70.79,69;2;0;1,time,15,-1,1,15,0,1.5,false,false,english,,normal,false,false,false,,1785141005000
6a6716f5af23e07586a452f8,false,43.17,96.43,43.17,56.88,54;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785140981000
6a6716e3af23e07586a45265,false,40.8,98.21,44.8,64.12,51;1;1;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785140963000
6a6716d2af23e07586a451ce,false,30.38,89.83,47.17,67.23,38;6;3;1,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785140946000
6a6716c1af23e07586a45128,false,40.77,95.45,51.97,59.54,51;2;2;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785140929000
6a6716b0af23e07586a45086,false,48.77,96.83,48.77,43.76,61;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785140912000
6a671660af23e07586a44d52,false,47.2,93.65,48,61.92,59;1;0;0,time,15,-1,3,15,0,17.87,false,false,english,,normal,false,false,false,,1785140832000
6a671638af23e07586a44bb2,false,47.17,95.83,57.56,69.38,59;2;2;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785140792000
6a671623af23e07586a44ae6,false,41.54,88.57,52.73,63.59,52;4;3;0,time,15,-1,0,15.02,0,0,false,false,english,,normal,false,false,false,,1785140771000
6a67160faf23e07586a44a25,false,40.77,91.8,44.77,63.58,51;1;1;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785140751000
6a6715feaf23e07586a4499a,false,40.8,90.16,44.8,45.24,51;1;1;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785140734000
6a6715eaaf23e07586a448e5,false,48,94.03,52,65.45,60;2;1;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785140714000
6a6715d9af23e07586a4483f,false,28.78,90.32,47.97,49.47,36;4;4;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785140697000
6a6715c8af23e07586a44798,false,41.6,93.1,41.6,59.01,52;0;0;0,time,15,-1,3,15,0,23.78,false,false,english,,normal,false,false,false,,1785140680000
6a67158eaf23e07586a44578,false,34.38,86.79,39.57,49.11,86;6;2;0,time,30,-1,0,30.02,0,0,false,false,english,,normal,false,false,false,,1785140622000
6a67154aaf23e07586a442e8,false,37.59,88.8,49.18,59.82,94;11;5;0,time,30,-1,0,30.01,1,0,false,false,english,,normal,false,false,false,,1785140554000
6a671529af23e07586a441ca,false,43.19,95.12,48.78,65.89,108;4;3;0,time,30,-1,1,30.01,0,1.24,false,false,english,,normal,false,false,false,,1785140521000
6a671506af23e07586a44086,false,48.78,95.65,53.98,66.52,122;2;2;0,time,30,-1,0,30.01,0,0,false,false,english,,normal,false,false,false,,1785140486000
6a6714e5af23e07586a43f4f,false,36.79,95.12,48.38,50.37,92;4;4;0,time,30,-1,0,30.01,1,0,false,false,english,,normal,false,false,false,,1785140453000
6a6714c3af23e07586a43e0f,false,21.59,83.7,35.59,39.16,54;10;6;0,time,30,-1,1,30.01,2,25.47,false,false,english,,normal,false,false,false,,1785140419000
6a67142faf23e07586a4390a,false,37.2,89.52,47.2,62.67,93;6;4;1,time,30,-1,0,30,1,0,false,false,english,,normal,false,false,false,,1785140271000
6a67140eaf23e07586a437d1,false,44,94.83,44,54.41,110;0;0;0,time,30,-1,0,30,2,0,false,false,english,,normal,false,false,false,,1785140238000
6a6713ecaf23e07586a436a1,false,34.8,93.81,44.4,53.23,87;4;3;1,time,30,-1,2,30,0,26.33,false,false,english,,normal,false,false,false,,1785140204000
6a6713a6af23e07586a4344c,false,44,91.67,44,59.71,110;0;0;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1785140134000
6a671380af23e07586a43316,false,48.77,97.71,51.57,66.83,122;1;1;0,time,30,-1,0,30.02,1,0,false,false,english,,normal,false,false,false,,1785140096000
6a671360af23e07586a4320a,false,28.79,85.06,28.79,39.15,72;0;0;0,time,30,-1,0,30.01,0,0,false,false,english,,normal,false,false,false,,1785140064000
6a671340af23e07586a430e0,false,39.16,87.83,39.16,44.64,98;0;0;0,time,30,-1,0,30.03,1,0,false,false,english,,normal,false,false,false,,1785140032000
6a671320af23e07586a42f90,false,41.57,90.83,41.57,48.49,104;0;0;0,time,30,-1,0,30.02,0,0,false,false,english,,normal,false,false,false,,1785140000000
6a6712fdaf23e07586a42e36,false,31.19,75.44,40.79,45.66,78;8;10;0,time,30,-1,0,30.01,2,0,false,false,english,,normal,false,false,false,,1785139965000
6a6712dcaf23e07586a42cd8,false,43.99,93.33,43.99,59.13,110;0;0;0,time,30,-1,1,30.01,0,9.1,false,false,english,,normal,false,false,false,,1785139932000
6a6712acaf23e07586a42b0a,false,40.4,92.04,40.4,54.24,101;0;0;0,time,30,-1,0,30,1,0,false,false,english,,normal,false,false,false,,1785139884000
6a67128caf23e07586a429cc,false,26.8,85.26,34,34.42,67;5;3;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1785139852000
6a671261af23e07586a42873,false,36.4,90.57,38.8,53.43,91;1;1;0,time,30,-1,1,30,0,12.91,false,false,english,,normal,false,false,false,,1785139809000
6a671223af23e07586a42662,true,48.8,96.32,53.2,62.78,122;2;2;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1785139747000
6a6711d0af23e07586a42360,false,33.59,90,36.19,50.45,336;4;4;0,time,120,-1,0,120.02,3,0,false,false,english,,normal,false,false,false,,1785139664000
6a67113baf23e07586a41e37,false,31.3,89.37,38.9,51.32,313;18;13;0,time,120,-1,0,120.01,2,0,false,false,english,,normal,false,false,false,,1785139515000
6a65cd84af23e075869ace8f,false,38.2,90.39,38.2,50.62,382;0;0;0,time,120,-1,0,120.01,2,0,false,false,english,,normal,false,false,false,,1785056644000
6a65c886af23e075869aa788,false,35.89,93.35,36.29,45.23,359;2;0;0,time,120,-1,0,120.02,5,0,false,false,english,,normal,false,false,false,,1785055366000
6a65c7d4af23e075869aa1e6,true,41.9,93.2,41.9,54.53,419;0;0;0,time,120,-1,0,120.01,1,0,false,false,english,,normal,false,false,false,,1785055188000
6a65c734af23e075869a9d01,true,37.59,90.16,38.09,46.43,376;1;1;0,time,120,-1,0,120.02,5,0,false,false,english,,normal,false,false,false,,1785055028000
6a65c6acaf23e075869a98ab,false,36.19,88.94,36.19,44.86,181;0;0;0,time,60,-1,1,60.01,2,6.1,false,false,english,,normal,false,false,false,,1785054892000
6a65c648af23e075869a95a5,false,39.2,91.23,40.2,58.2,196;1;0;0,time,60,-1,1,60,0,5.39,false,false,english,,normal,false,false,false,,1785054792000
6a65c604af23e075869a9396,false,45.59,95.14,45.59,57.25,228;0;0;0,time,60,-1,0,60.01,1,0,false,false,english,,normal,false,false,false,,1785054724000
6a65c5b4af23e075869a912d,false,30.59,89.94,30.79,34.63,153;1;0;0,time,60,-1,0,60.01,3,0,false,false,english,,normal,false,false,false,,1785054644000
6a65c55aaf23e075869a8e37,true,46.6,96.3,46.6,55.1,233;0;0;0,time,60,-1,0,60,1,0,false,false,english,,normal,false,false,false,,1785054554000
6a65c503af23e075869a8b4c,false,43.17,87.88,47.97,63.09,54;2;1;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785054467000
6a65c4f2af23e075869a8ad8,false,36.8,94,36.8,53.35,46;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785054450000
6a65c4e0af23e075869a8a57,false,47.97,91.04,47.97,62.67,60;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785054432000
6a65c4cfaf23e075869a89de,false,43.2,96.49,43.2,53.78,54;0;0;0,time,15,-1,1,15,0,2.66,false,false,english,,normal,false,false,false,,1785054415000
6a65c4b6af23e075869a8919,true,54.33,97.18,55.93,72.76,68;2;0;0,time,15,-1,0,15.02,0,0,false,false,english,,normal,false,false,false,,1785054390000
6a65c4a7af23e075869a88a0,false,40,98.04,40,53.5,50;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785054375000
6a65c494af23e075869a8817,false,37.57,92.31,37.57,47.62,47;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785054356000
6a65c483af23e075869a879e,false,47.97,90.14,47.97,78.92,60;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785054339000
6a65c46daf23e075869a86fa,false,43.17,90.32,46.37,65.94,54;1;1;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785054317000
6a65c459af23e075869a8663,false,37.57,91.53,44.77,50.57,47;2;0;1,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785054297000
6a65c0fcaf23e075869a6b0a,false,39.17,90.91,39.97,54.78,49;1;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785053436000
6a65c0eaaf23e075869a6a79,false,36.78,92.16,36.78,61.59,46;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785053418000
6a65c0d2af23e075869a6993,false,51.17,100,51.17,75.1,64;0;0;0,time,15,-1,1,15.01,0,6.96,false,false,english,,normal,false,false,false,,1785053394000
6a65c0b7af23e075869a68ac,false,26.36,81.82,29.56,31.16,33;1;1;0,time,15,-1,0,15.02,1,0,false,false,english,,normal,false,false,false,,1785053367000
6a65c0a3af23e075869a67fe,false,47.2,95.16,47.2,69.57,59;0;0;0,time,15,-1,1,15,0,5.29,false,false,english,,normal,false,false,false,,1785053347000
6a65c055af23e075869a653f,false,32.78,77.36,32.78,61.53,41;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785053269000
6a65c046af23e075869a64aa,false,42.37,92.98,42.37,55.8,53;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785053254000
6a65c02baf23e075869a63c1,false,41.57,100,41.57,54.31,52;0;0;0,time,15,-1,1,15.01,0,8.57,false,false,english,,normal,false,false,false,,1785053227000
6a65c005af23e075869a627e,false,35.18,85.19,36.78,53.8,44;1;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785053189000
6a65bfeaaf23e075869a6193,false,47.94,98.36,47.94,62.49,60;0;0;0,time,15,-1,0,15.02,0,0,false,false,english,,normal,false,false,false,,1785053162000
6a65bfd6af23e075869a60e6,false,39.97,96.15,39.97,51.96,50;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785053142000
6a65bfbdaf23e075869a6015,false,28.8,90.91,28.8,35.39,36;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785053117000
6a65bfabaf23e075869a5f5e,false,19.99,82.69,41.57,56.78,25;9;3;2,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1785053099000
6a65bf99af23e075869a5ed1,false,34.4,91.67,47.2,64.65,43;4;2;1,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1785053081000
